,ecorregion_nivel_1,fecha,num_incendios,area_km2_ecorregiones,incendios_cada_km2
2000,Grandes Planicies,2005-05-29,1,47284103.38333672,2.1148756737394486e-08
2001,Grandes Planicies,2005-05-31,1,47284103.38333672,2.1148756737394486e-08
2002,Grandes Planicies,2005-06-03,1,47284103.38333672,2.1148756737394486e-08
2003,Grandes Planicies,2005-06-04,4,47284103.38333672,8.459502694957794e-08
2004,Grandes Planicies,2005-06-10,3,47284103.38333672,6.344627021218346e-08
2005,Grandes Planicies,2005-06-11,2,47284103.38333672,4.229751347478897e-08
2006,Grandes Planicies,2005-06-15,1,47284103.38333672,2.1148756737394486e-08
2007,Grandes Planicies,2005-06-25,1,47284103.38333672,2.1148756737394486e-08
2008,Grandes Planicies,2005-06-29,1,47284103.38333672,2.1148756737394486e-08
2009,Grandes Planicies,2005-07-01,3,47284103.38333672,6.344627021218346e-08
2010,Grandes Planicies,2005-07-03,2,47284103.38333672,4.229751347478897e-08
2011,Grandes Planicies,2005-07-04,2,47284103.38333672,4.229751347478897e-08
2012,Grandes Planicies,2005-07-07,1,47284103.38333672,2.1148756737394486e-08
2013,Grandes Planicies,2005-07-08,2,47284103.38333672,4.229751347478897e-08
2014,Grandes Planicies,2005-07-09,3,47284103.38333672,6.344627021218346e-08
2015,Grandes Planicies,2005-07-15,2,47284103.38333672,4.229751347478897e-08
2016,Grandes Planicies,2005-07-17,5,47284103.38333672,1.0574378368697244e-07
2017,Grandes Planicies,2005-07-22,2,47284103.38333672,4.229751347478897e-08
2018,Grandes Planicies,2005-08-01,2,47284103.38333672,4.229751347478897e-08
2019,Grandes Planicies,2005-08-14,2,47284103.38333672,4.229751347478897e-08
2020,Grandes Planicies,2005-08-18,1,47284103.38333672,2.1148756737394486e-08
2021,Grandes Planicies,2005-09-01,3,47284103.38333672,6.344627021218346e-08
2022,Grandes Planicies,2005-09-05,1,47284103.38333672,2.1148756737394486e-08
2023,Grandes Planicies,2005-09-17,2,47284103.38333672,4.229751347478897e-08
2024,Grandes Planicies,2005-09-18,2,47284103.38333672,4.229751347478897e-08
2025,Grandes Planicies,2005-09-26,4,47284103.38333672,8.459502694957794e-08
2026,Grandes Planicies,2005-09-29,1,47284103.38333672,2.1148756737394486e-08
2027,Grandes Planicies,2005-10-04,1,47284103.38333672,2.1148756737394486e-08
2028,Grandes Planicies,2005-11-18,1,47284103.38333672,2.1148756737394486e-08
2029,Grandes Planicies,2005-11-29,2,47284103.38333672,4.229751347478897e-08
2030,Grandes Planicies,2005-12-28,1,47284103.38333672,2.1148756737394486e-08
2031,Grandes Planicies,2006-01-05,1,47284103.38333672,2.1148756737394486e-08
2032,Grandes Planicies,2006-01-30,7,47284103.38333672,1.4804129716176142e-07
2033,Grandes Planicies,2006-02-01,2,47284103.38333672,4.229751347478897e-08
2034,Grandes Planicies,2006-02-16,1,47284103.38333672,2.1148756737394486e-08
2035,Grandes Planicies,2006-03-02,1,47284103.38333672,2.1148756737394486e-08
2036,Grandes Planicies,2006-03-08,4,47284103.38333672,8.459502694957794e-08
2037,Grandes Planicies,2006-03-13,1,47284103.38333672,2.1148756737394486e-08
2038,Grandes Planicies,2006-03-19,4,47284103.38333672,8.459502694957794e-08
2039,Grandes Planicies,2006-04-05,5,47284103.38333672,1.0574378368697244e-07
2040,Grandes Planicies,2006-04-06,1,47284103.38333672,2.1148756737394486e-08
2041,Grandes Planicies,2006-04-08,1,47284103.38333672,2.1148756737394486e-08
2042,Grandes Planicies,2006-04-12,1,47284103.38333672,2.1148756737394486e-08
2043,Grandes Planicies,2006-04-13,1,47284103.38333672,2.1148756737394486e-08
2044,Grandes Planicies,2006-04-14,1,47284103.38333672,2.1148756737394486e-08
2045,Grandes Planicies,2006-04-15,3,47284103.38333672,6.344627021218346e-08
2046,Grandes Planicies,2006-04-16,5,47284103.38333672,1.0574378368697244e-07
2047,Grandes Planicies,2006-04-18,3,47284103.38333672,6.344627021218346e-08
2048,Grandes Planicies,2006-04-25,1,47284103.38333672,2.1148756737394486e-08
2049,Grandes Planicies,2006-04-29,1,47284103.38333672,2.1148756737394486e-08
2050,Grandes Planicies,2006-05-01,1,47284103.38333672,2.1148756737394486e-08
2051,Grandes Planicies,2006-05-02,1,47284103.38333672,2.1148756737394486e-08
2052,Grandes Planicies,2006-05-13,2,47284103.38333672,4.229751347478897e-08
2053,Grandes Planicies,2006-05-20,3,47284103.38333672,6.344627021218346e-08
2054,Grandes Planicies,2006-05-27,1,47284103.38333672,2.1148756737394486e-08
2055,Grandes Planicies,2006-06-26,1,47284103.38333672,2.1148756737394486e-08
2056,Grandes Planicies,2006-06-28,7,47284103.38333672,1.4804129716176142e-07
2057,Grandes Planicies,2006-06-29,1,47284103.38333672,2.1148756737394486e-08
2058,Grandes Planicies,2006-06-30,1,47284103.38333672,2.1148756737394486e-08
2059,Grandes Planicies,2006-07-19,1,47284103.38333672,2.1148756737394486e-08
2060,Grandes Planicies,2006-07-20,1,47284103.38333672,2.1148756737394486e-08
2061,Grandes Planicies,2006-07-21,1,47284103.38333672,2.1148756737394486e-08
2062,Grandes Planicies,2006-07-22,1,47284103.38333672,2.1148756737394486e-08
2063,Grandes Planicies,2006-07-31,2,47284103.38333672,4.229751347478897e-08
2064,Grandes Planicies,2006-08-11,1,47284103.38333672,2.1148756737394486e-08
2065,Grandes Planicies,2006-08-19,1,47284103.38333672,2.1148756737394486e-08
2066,Grandes Planicies,2006-08-26,1,47284103.38333672,2.1148756737394486e-08
2067,Grandes Planicies,2006-08-27,1,47284103.38333672,2.1148756737394486e-08
2068,Grandes Planicies,2006-08-30,1,47284103.38333672,2.1148756737394486e-08
2069,Grandes Planicies,2006-09-02,2,47284103.38333672,4.229751347478897e-08
2070,Grandes Planicies,2006-09-04,1,47284103.38333672,2.1148756737394486e-08
2071,Grandes Planicies,2006-09-07,1,47284103.38333672,2.1148756737394486e-08
2072,Grandes Planicies,2006-09-12,1,47284103.38333672,2.1148756737394486e-08
2073,Grandes Planicies,2006-11-15,1,47284103.38333672,2.1148756737394486e-08
2074,Grandes Planicies,2006-11-19,1,47284103.38333672,2.1148756737394486e-08
2075,Grandes Planicies,2006-11-25,1,47284103.38333672,2.1148756737394486e-08
2076,Grandes Planicies,2006-11-28,2,47284103.38333672,4.229751347478897e-08
2077,Grandes Planicies,2007-01-08,1,47284103.38333672,2.1148756737394486e-08
2078,Grandes Planicies,2007-02-17,1,47284103.38333672,2.1148756737394486e-08
2079,Grandes Planicies,2007-02-18,1,47284103.38333672,2.1148756737394486e-08
2080,Grandes Planicies,2007-02-23,2,47284103.38333672,4.229751347478897e-08
2081,Grandes Planicies,2007-03-06,1,47284103.38333672,2.1148756737394486e-08
2082,Grandes Planicies,2007-03-07,1,47284103.38333672,2.1148756737394486e-08
2083,Grandes Planicies,2007-04-13,1,47284103.38333672,2.1148756737394486e-08
2084,Grandes Planicies,2007-05-16,2,47284103.38333672,4.229751347478897e-08
2085,Grandes Planicies,2007-06-15,1,47284103.38333672,2.1148756737394486e-08
2086,Grandes Planicies,2007-10-23,2,47284103.38333672,4.229751347478897e-08
2087,Grandes Planicies,2007-10-28,2,47284103.38333672,4.229751347478897e-08
2088,Grandes Planicies,2007-11-10,1,47284103.38333672,2.1148756737394486e-08
2089,Grandes Planicies,2007-11-11,1,47284103.38333672,2.1148756737394486e-08
2090,Grandes Planicies,2007-11-22,2,47284103.38333672,4.229751347478897e-08
2091,Grandes Planicies,2007-12-26,2,47284103.38333672,4.229751347478897e-08
2092,Grandes Planicies,2007-12-27,5,47284103.38333672,1.0574378368697244e-07
2093,Grandes Planicies,2008-01-04,1,47284103.38333672,2.1148756737394486e-08
2094,Grandes Planicies,2008-01-10,1,47284103.38333672,2.1148756737394486e-08
2095,Grandes Planicies,2008-01-11,2,47284103.38333672,4.229751347478897e-08
2096,Grandes Planicies,2008-01-27,1,47284103.38333672,2.1148756737394486e-08
2097,Grandes Planicies,2008-01-31,16,47284103.38333672,3.383801077983118e-07
2098,Grandes Planicies,2008-02-01,4,47284103.38333672,8.459502694957794e-08
2099,Grandes Planicies,2008-02-05,2,47284103.38333672,4.229751347478897e-08
2100,Grandes Planicies,2008-02-06,3,47284103.38333672,6.344627021218346e-08
2101,Grandes Planicies,2008-02-07,1,47284103.38333672,2.1148756737394486e-08
2102,Grandes Planicies,2008-02-16,1,47284103.38333672,2.1148756737394486e-08
2103,Grandes Planicies,2008-02-24,1,47284103.38333672,2.1148756737394486e-08
2104,Grandes Planicies,2008-02-26,4,47284103.38333672,8.459502694957794e-08
2105,Grandes Planicies,2008-03-03,2,47284103.38333672,4.229751347478897e-08
2106,Grandes Planicies,2008-03-04,6,47284103.38333672,1.2689254042436692e-07
2107,Grandes Planicies,2008-03-08,3,47284103.38333672,6.344627021218346e-08
2108,Grandes Planicies,2008-03-09,11,47284103.38333672,2.3263632411133936e-07
2109,Grandes Planicies,2008-03-15,4,47284103.38333672,8.459502694957794e-08
2110,Grandes Planicies,2008-03-19,2,47284103.38333672,4.229751347478897e-08
2111,Grandes Planicies,2008-03-20,3,47284103.38333672,6.344627021218346e-08
2112,Grandes Planicies,2008-03-23,1,47284103.38333672,2.1148756737394486e-08
2113,Grandes Planicies,2008-03-26,2,47284103.38333672,4.229751347478897e-08
2114,Grandes Planicies,2008-04-04,2,47284103.38333672,4.229751347478897e-08
2115,Grandes Planicies,2008-04-05,1,47284103.38333672,2.1148756737394486e-08
2116,Grandes Planicies,2008-04-09,9,47284103.38333672,1.903388106365504e-07
2117,Grandes Planicies,2008-04-10,11,47284103.38333672,2.3263632411133936e-07
2118,Grandes Planicies,2008-04-11,4,47284103.38333672,8.459502694957794e-08
2119,Grandes Planicies,2008-04-13,2,47284103.38333672,4.229751347478897e-08
2120,Grandes Planicies,2008-04-17,3,47284103.38333672,6.344627021218346e-08
2121,Grandes Planicies,2008-04-19,4,47284103.38333672,8.459502694957794e-08
2122,Grandes Planicies,2008-04-21,1,47284103.38333672,2.1148756737394486e-08
2123,Grandes Planicies,2008-04-23,7,47284103.38333672,1.4804129716176142e-07
2124,Grandes Planicies,2008-05-02,3,47284103.38333672,6.344627021218346e-08
2125,Grandes Planicies,2008-05-06,4,47284103.38333672,8.459502694957794e-08
2126,Grandes Planicies,2008-05-09,1,47284103.38333672,2.1148756737394486e-08
2127,Grandes Planicies,2008-05-30,1,47284103.38333672,2.1148756737394486e-08
2128,Grandes Planicies,2008-06-09,1,47284103.38333672,2.1148756737394486e-08
2129,Grandes Planicies,2008-06-14,2,47284103.38333672,4.229751347478897e-08
2130,Grandes Planicies,2008-06-24,1,47284103.38333672,2.1148756737394486e-08
2131,Grandes Planicies,2008-07-27,1,47284103.38333672,2.1148756737394486e-08
2132,Grandes Planicies,2008-10-11,1,47284103.38333672,2.1148756737394486e-08
2133,Grandes Planicies,2008-11-03,3,47284103.38333672,6.344627021218346e-08
2134,Grandes Planicies,2009-01-13,2,47284103.38333672,4.229751347478897e-08
2135,Grandes Planicies,2009-01-14,1,47284103.38333672,2.1148756737394486e-08
2136,Grandes Planicies,2009-01-26,1,47284103.38333672,2.1148756737394486e-08
2137,Grandes Planicies,2009-02-19,2,47284103.38333672,4.229751347478897e-08
2138,Grandes Planicies,2009-02-21,1,47284103.38333672,2.1148756737394486e-08
2139,Grandes Planicies,2009-02-26,4,47284103.38333672,8.459502694957794e-08
2140,Grandes Planicies,2009-03-07,1,47284103.38333672,2.1148756737394486e-08
2141,Grandes Planicies,2009-03-19,1,47284103.38333672,2.1148756737394486e-08
2142,Grandes Planicies,2009-03-25,2,47284103.38333672,4.229751347478897e-08
2143,Grandes Planicies,2009-03-28,3,47284103.38333672,6.344627021218346e-08
2144,Grandes Planicies,2009-03-29,1,47284103.38333672,2.1148756737394486e-08
2145,Grandes Planicies,2009-03-30,7,47284103.38333672,1.4804129716176142e-07
2146,Grandes Planicies,2009-03-31,1,47284103.38333672,2.1148756737394486e-08
2147,Grandes Planicies,2009-04-02,13,47284103.38333672,2.7493383758612836e-07
2148,Grandes Planicies,2009-04-03,3,47284103.38333672,6.344627021218346e-08
2149,Grandes Planicies,2009-04-05,3,47284103.38333672,6.344627021218346e-08
2150,Grandes Planicies,2009-04-06,1,47284103.38333672,2.1148756737394486e-08
2151,Grandes Planicies,2009-04-08,3,47284103.38333672,6.344627021218346e-08
2152,Grandes Planicies,2009-04-13,1,47284103.38333672,2.1148756737394486e-08
2153,Grandes Planicies,2009-04-21,4,47284103.38333672,8.459502694957794e-08
2154,Grandes Planicies,2009-04-22,1,47284103.38333672,2.1148756737394486e-08
2155,Grandes Planicies,2009-04-23,9,47284103.38333672,1.903388106365504e-07
2156,Grandes Planicies,2009-04-28,2,47284103.38333672,4.229751347478897e-08
2157,Grandes Planicies,2009-05-01,2,47284103.38333672,4.229751347478897e-08
2158,Grandes Planicies,2009-05-02,2,47284103.38333672,4.229751347478897e-08
2159,Grandes Planicies,2009-05-07,1,47284103.38333672,2.1148756737394486e-08
2160,Grandes Planicies,2009-05-12,2,47284103.38333672,4.229751347478897e-08
2161,Grandes Planicies,2009-06-06,4,47284103.38333672,8.459502694957794e-08
2162,Grandes Planicies,2009-06-16,1,47284103.38333672,2.1148756737394486e-08
2163,Grandes Planicies,2009-07-01,1,47284103.38333672,2.1148756737394486e-08
2164,Grandes Planicies,2009-07-04,1,47284103.38333672,2.1148756737394486e-08
2165,Grandes Planicies,2009-07-06,3,47284103.38333672,6.344627021218346e-08
2166,Grandes Planicies,2009-07-08,2,47284103.38333672,4.229751347478897e-08
2167,Grandes Planicies,2009-07-16,1,47284103.38333672,2.1148756737394486e-08
2168,Grandes Planicies,2009-07-17,1,47284103.38333672,2.1148756737394486e-08
2169,Grandes Planicies,2009-07-19,8,47284103.38333672,1.691900538991559e-07
2170,Grandes Planicies,2009-07-20,1,47284103.38333672,2.1148756737394486e-08
2171,Grandes Planicies,2009-07-24,2,47284103.38333672,4.229751347478897e-08
2172,Grandes Planicies,2009-07-26,2,47284103.38333672,4.229751347478897e-08
2173,Grandes Planicies,2009-08-02,1,47284103.38333672,2.1148756737394486e-08
2174,Grandes Planicies,2009-08-05,1,47284103.38333672,2.1148756737394486e-08
2175,Grandes Planicies,2009-08-07,2,47284103.38333672,4.229751347478897e-08
2176,Grandes Planicies,2009-08-08,1,47284103.38333672,2.1148756737394486e-08
2177,Grandes Planicies,2009-08-09,1,47284103.38333672,2.1148756737394486e-08
2178,Grandes Planicies,2009-08-21,1,47284103.38333672,2.1148756737394486e-08
2179,Grandes Planicies,2009-08-27,1,47284103.38333672,2.1148756737394486e-08
2180,Grandes Planicies,2009-09-19,1,47284103.38333672,2.1148756737394486e-08
2181,Grandes Planicies,2009-10-06,2,47284103.38333672,4.229751347478897e-08
2182,Grandes Planicies,2009-10-07,1,47284103.38333672,2.1148756737394486e-08
2183,Grandes Planicies,2010-02-26,2,47284103.38333672,4.229751347478897e-08
2184,Grandes Planicies,2010-03-10,3,47284103.38333672,6.344627021218346e-08
2185,Grandes Planicies,2010-03-21,1,47284103.38333672,2.1148756737394486e-08
2186,Grandes Planicies,2010-04-10,1,47284103.38333672,2.1148756737394486e-08
2187,Grandes Planicies,2010-05-01,1,47284103.38333672,2.1148756737394486e-08
2188,Grandes Planicies,2010-05-03,4,47284103.38333672,8.459502694957794e-08
2189,Grandes Planicies,2010-05-04,3,47284103.38333672,6.344627021218346e-08
2190,Grandes Planicies,2010-06-02,1,47284103.38333672,2.1148756737394486e-08
2191,Grandes Planicies,2010-06-10,1,47284103.38333672,2.1148756737394486e-08
2192,Grandes Planicies,2010-06-28,2,47284103.38333672,4.229751347478897e-08
2193,Grandes Planicies,2010-10-17,1,47284103.38333672,2.1148756737394486e-08
2194,Grandes Planicies,2010-11-04,1,47284103.38333672,2.1148756737394486e-08
2195,Grandes Planicies,2010-12-09,1,47284103.38333672,2.1148756737394486e-08
2196,Grandes Planicies,2010-12-11,3,47284103.38333672,6.344627021218346e-08
2197,Grandes Planicies,2010-12-13,1,47284103.38333672,2.1148756737394486e-08
2198,Grandes Planicies,2010-12-16,1,47284103.38333672,2.1148756737394486e-08
2199,Grandes Planicies,2011-01-03,1,47284103.38333672,2.1148756737394486e-08
2200,Grandes Planicies,2011-01-08,3,47284103.38333672,6.344627021218346e-08
2201,Grandes Planicies,2011-01-10,1,47284103.38333672,2.1148756737394486e-08
2202,Grandes Planicies,2011-01-23,1,47284103.38333672,2.1148756737394486e-08
2203,Grandes Planicies,2011-01-26,1,47284103.38333672,2.1148756737394486e-08
2204,Grandes Planicies,2011-02-06,6,47284103.38333672,1.2689254042436692e-07
2205,Grandes Planicies,2011-02-07,3,47284103.38333672,6.344627021218346e-08
2206,Grandes Planicies,2011-02-08,1,47284103.38333672,2.1148756737394486e-08
2207,Grandes Planicies,2011-02-12,1,47284103.38333672,2.1148756737394486e-08
2208,Grandes Planicies,2011-02-13,1,47284103.38333672,2.1148756737394486e-08
2209,Grandes Planicies,2011-02-16,1,47284103.38333672,2.1148756737394486e-08
2210,Grandes Planicies,2011-02-17,1,47284103.38333672,2.1148756737394486e-08
2211,Grandes Planicies,2011-02-18,2,47284103.38333672,4.229751347478897e-08
2212,Grandes Planicies,2011-02-19,2,47284103.38333672,4.229751347478897e-08
2213,Grandes Planicies,2011-02-22,1,47284103.38333672,2.1148756737394486e-08
2214,Grandes Planicies,2011-02-24,1,47284103.38333672,2.1148756737394486e-08
2215,Grandes Planicies,2011-02-25,5,47284103.38333672,1.0574378368697244e-07
2216,Grandes Planicies,2011-02-27,1,47284103.38333672,2.1148756737394486e-08
2217,Grandes Planicies,2011-02-28,4,47284103.38333672,8.459502694957794e-08
2218,Grandes Planicies,2011-03-01,6,47284103.38333672,1.2689254042436692e-07
2219,Grandes Planicies,2011-03-02,3,47284103.38333672,6.344627021218346e-08
2220,Grandes Planicies,2011-03-03,1,47284103.38333672,2.1148756737394486e-08
2221,Grandes Planicies,2011-03-04,3,47284103.38333672,6.344627021218346e-08
2222,Grandes Planicies,2011-03-08,24,47284103.38333672,5.075701616974677e-07
2223,Grandes Planicies,2011-03-09,1,47284103.38333672,2.1148756737394486e-08
2224,Grandes Planicies,2011-03-10,3,47284103.38333672,6.344627021218346e-08
2225,Grandes Planicies,2011-03-12,4,47284103.38333672,8.459502694957794e-08
2226,Grandes Planicies,2011-03-17,2,47284103.38333672,4.229751347478897e-08
2227,Grandes Planicies,2011-03-19,4,47284103.38333672,8.459502694957794e-08
2228,Grandes Planicies,2011-03-20,6,47284103.38333672,1.2689254042436692e-07
2229,Grandes Planicies,2011-03-21,13,47284103.38333672,2.7493383758612836e-07
2230,Grandes Planicies,2011-03-22,5,47284103.38333672,1.0574378368697244e-07
2231,Grandes Planicies,2011-03-23,1,47284103.38333672,2.1148756737394486e-08
2232,Grandes Planicies,2011-03-24,4,47284103.38333672,8.459502694957794e-08
2233,Grandes Planicies,2011-04-01,1,47284103.38333672,2.1148756737394486e-08
2234,Grandes Planicies,2011-04-04,23,47284103.38333672,4.864214049600732e-07
2235,Grandes Planicies,2011-04-05,6,47284103.38333672,1.2689254042436692e-07
2236,Grandes Planicies,2011-04-07,5,47284103.38333672,1.0574378368697244e-07
2237,Grandes Planicies,2011-04-08,37,47284103.38333672,7.825039992835961e-07
2238,Grandes Planicies,2011-04-09,36,47284103.38333672,7.613552425462016e-07
2239,Grandes Planicies,2011-04-10,3,47284103.38333672,6.344627021218346e-08
2240,Grandes Planicies,2011-04-11,90,47284103.38333672,1.903388106365504e-06
2241,Grandes Planicies,2011-04-12,4,47284103.38333672,8.459502694957794e-08
2242,Grandes Planicies,2011-04-14,11,47284103.38333672,2.3263632411133936e-07
2243,Grandes Planicies,2011-04-15,66,47284103.38333672,1.3958179446680362e-06
2244,Grandes Planicies,2011-04-16,27,47284103.38333672,5.710164319096511e-07
2245,Grandes Planicies,2011-04-17,3,47284103.38333672,6.344627021218346e-08
2246,Grandes Planicies,2011-04-18,6,47284103.38333672,1.2689254042436692e-07
2247,Grandes Planicies,2011-04-19,15,47284103.38333672,3.172313510609173e-07
2248,Grandes Planicies,2011-04-20,4,47284103.38333672,8.459502694957794e-08
2249,Grandes Planicies,2011-04-21,3,47284103.38333672,6.344627021218346e-08
2250,Grandes Planicies,2011-04-22,8,47284103.38333672,1.691900538991559e-07
2251,Grandes Planicies,2011-04-24,6,47284103.38333672,1.2689254042436692e-07
2252,Grandes Planicies,2011-04-25,10,47284103.38333672,2.114875673739449e-07
2253,Grandes Planicies,2011-04-26,16,47284103.38333672,3.383801077983118e-07
2254,Grandes Planicies,2011-04-27,185,47284103.38333672,3.912519996417981e-06
2255,Grandes Planicies,2011-04-28,23,47284103.38333672,4.864214049600732e-07
2256,Grandes Planicies,2011-04-29,17,47284103.38333672,3.595288645357063e-07
2257,Grandes Planicies,2011-04-30,9,47284103.38333672,1.903388106365504e-07
2258,Grandes Planicies,2011-05-01,5,47284103.38333672,1.0574378368697244e-07
2259,Grandes Planicies,2011-05-02,10,47284103.38333672,2.114875673739449e-07
2260,Grandes Planicies,2011-05-03,2,47284103.38333672,4.229751347478897e-08
2261,Grandes Planicies,2011-05-05,3,47284103.38333672,6.344627021218346e-08
2262,Grandes Planicies,2011-05-07,3,47284103.38333672,6.344627021218346e-08
2263,Grandes Planicies,2011-05-09,1,47284103.38333672,2.1148756737394486e-08
2264,Grandes Planicies,2011-05-10,4,47284103.38333672,8.459502694957794e-08
2265,Grandes Planicies,2011-05-11,1,47284103.38333672,2.1148756737394486e-08
2266,Grandes Planicies,2011-05-20,2,47284103.38333672,4.229751347478897e-08
2267,Grandes Planicies,2011-05-22,3,47284103.38333672,6.344627021218346e-08
2268,Grandes Planicies,2011-05-25,5,47284103.38333672,1.0574378368697244e-07
2269,Grandes Planicies,2011-05-27,2,47284103.38333672,4.229751347478897e-08
2270,Grandes Planicies,2011-05-30,2,47284103.38333672,4.229751347478897e-08
2271,Grandes Planicies,2011-06-01,1,47284103.38333672,2.1148756737394486e-08
2272,Grandes Planicies,2011-06-02,2,47284103.38333672,4.229751347478897e-08
2273,Grandes Planicies,2011-06-03,3,47284103.38333672,6.344627021218346e-08
2274,Grandes Planicies,2011-06-09,1,47284103.38333672,2.1148756737394486e-08
2275,Grandes Planicies,2011-06-10,2,47284103.38333672,4.229751347478897e-08
2276,Grandes Planicies,2011-06-11,1,47284103.38333672,2.1148756737394486e-08
2277,Grandes Planicies,2011-06-13,1,47284103.38333672,2.1148756737394486e-08
2278,Grandes Planicies,2011-06-14,1,47284103.38333672,2.1148756737394486e-08
2279,Grandes Planicies,2011-06-16,1,47284103.38333672,2.1148756737394486e-08
2280,Grandes Planicies,2011-06-18,1,47284103.38333672,2.1148756737394486e-08
2281,Grandes Planicies,2011-06-21,1,47284103.38333672,2.1148756737394486e-08
2282,Grandes Planicies,2011-06-28,1,47284103.38333672,2.1148756737394486e-08
2283,Grandes Planicies,2011-07-14,1,47284103.38333672,2.1148756737394486e-08
2284,Grandes Planicies,2011-07-19,1,47284103.38333672,2.1148756737394486e-08
2285,Grandes Planicies,2011-07-30,1,47284103.38333672,2.1148756737394486e-08
2286,Grandes Planicies,2011-08-03,1,47284103.38333672,2.1148756737394486e-08
2287,Grandes Planicies,2011-08-04,1,47284103.38333672,2.1148756737394486e-08
2288,Grandes Planicies,2011-08-06,1,47284103.38333672,2.1148756737394486e-08
2289,Grandes Planicies,2011-08-19,2,47284103.38333672,4.229751347478897e-08
2290,Grandes Planicies,2011-08-20,1,47284103.38333672,2.1148756737394486e-08
2291,Grandes Planicies,2011-08-29,1,47284103.38333672,2.1148756737394486e-08
2292,Grandes Planicies,2011-09-03,1,47284103.38333672,2.1148756737394486e-08
2293,Grandes Planicies,2011-09-06,1,47284103.38333672,2.1148756737394486e-08
2294,Grandes Planicies,2011-09-07,1,47284103.38333672,2.1148756737394486e-08
2295,Grandes Planicies,2011-09-09,1,47284103.38333672,2.1148756737394486e-08
2296,Grandes Planicies,2011-09-10,1,47284103.38333672,2.1148756737394486e-08
2297,Grandes Planicies,2011-09-13,1,47284103.38333672,2.1148756737394486e-08
2298,Grandes Planicies,2011-09-19,2,47284103.38333672,4.229751347478897e-08
2299,Grandes Planicies,2011-09-27,2,47284103.38333672,4.229751347478897e-08
2300,Grandes Planicies,2011-10-04,2,47284103.38333672,4.229751347478897e-08
2301,Grandes Planicies,2011-10-14,2,47284103.38333672,4.229751347478897e-08
2302,Grandes Planicies,2011-10-21,1,47284103.38333672,2.1148756737394486e-08
2303,Grandes Planicies,2011-10-31,2,47284103.38333672,4.229751347478897e-08
2304,Grandes Planicies,2011-11-28,3,47284103.38333672,6.344627021218346e-08
2305,Grandes Planicies,2011-11-29,1,47284103.38333672,2.1148756737394486e-08
2306,Grandes Planicies,2011-12-01,1,47284103.38333672,2.1148756737394486e-08
2307,Grandes Planicies,2011-12-07,1,47284103.38333672,2.1148756737394486e-08
2308,Grandes Planicies,2011-12-08,1,47284103.38333672,2.1148756737394486e-08
2309,Grandes Planicies,2012-01-27,1,47284103.38333672,2.1148756737394486e-08
2310,Grandes Planicies,2012-03-03,1,47284103.38333672,2.1148756737394486e-08
2311,Grandes Planicies,2012-03-13,1,47284103.38333672,2.1148756737394486e-08
2312,Grandes Planicies,2012-03-22,1,47284103.38333672,2.1148756737394486e-08
2313,Grandes Planicies,2012-03-29,1,47284103.38333672,2.1148756737394486e-08
2314,Grandes Planicies,2012-05-08,1,47284103.38333672,2.1148756737394486e-08
2315,Grandes Planicies,2012-05-11,1,47284103.38333672,2.1148756737394486e-08
2316,Grandes Planicies,2012-05-23,2,47284103.38333672,4.229751347478897e-08
2317,Grandes Planicies,2012-05-27,2,47284103.38333672,4.229751347478897e-08
2318,Grandes Planicies,2012-05-29,3,47284103.38333672,6.344627021218346e-08
2319,Grandes Planicies,2012-06-12,3,47284103.38333672,6.344627021218346e-08
2320,Grandes Planicies,2012-06-27,4,47284103.38333672,8.459502694957794e-08
2321,Grandes Planicies,2012-07-09,1,47284103.38333672,2.1148756737394486e-08
2322,Grandes Planicies,2012-07-10,1,47284103.38333672,2.1148756737394486e-08
2323,Grandes Planicies,2012-07-12,2,47284103.38333672,4.229751347478897e-08
2324,Grandes Planicies,2012-07-20,1,47284103.38333672,2.1148756737394486e-08
2325,Grandes Planicies,2012-07-27,1,47284103.38333672,2.1148756737394486e-08
2326,Grandes Planicies,2012-07-30,1,47284103.38333672,2.1148756737394486e-08
2327,Grandes Planicies,2012-08-01,1,47284103.38333672,2.1148756737394486e-08
2328,Grandes Planicies,2012-08-09,2,47284103.38333672,4.229751347478897e-08
2329,Grandes Planicies,2012-08-10,3,47284103.38333672,6.344627021218346e-08
2330,Grandes Planicies,2012-08-17,2,47284103.38333672,4.229751347478897e-08
2331,Grandes Planicies,2012-08-30,1,47284103.38333672,2.1148756737394486e-08
2332,Grandes Planicies,2012-09-04,2,47284103.38333672,4.229751347478897e-08
2333,Grandes Planicies,2012-09-05,1,47284103.38333672,2.1148756737394486e-08
2334,Grandes Planicies,2012-09-08,3,47284103.38333672,6.344627021218346e-08
2335,Grandes Planicies,2012-09-10,2,47284103.38333672,4.229751347478897e-08
2336,Grandes Planicies,2012-09-11,2,47284103.38333672,4.229751347478897e-08
2337,Grandes Planicies,2012-09-12,1,47284103.38333672,2.1148756737394486e-08
2338,Grandes Planicies,2012-09-18,2,47284103.38333672,4.229751347478897e-08
2339,Grandes Planicies,2012-10-04,2,47284103.38333672,4.229751347478897e-08
2340,Grandes Planicies,2012-10-11,1,47284103.38333672,2.1148756737394486e-08
2341,Grandes Planicies,2012-10-25,1,47284103.38333672,2.1148756737394486e-08
2342,Grandes Planicies,2012-11-11,1,47284103.38333672,2.1148756737394486e-08
2343,Grandes Planicies,2012-12-14,2,47284103.38333672,4.229751347478897e-08
