,tipo_suelo,fecha,num_incendios,area_km2_tipo_suelo,incendios_cada_km2
3590,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-02,1,900196336.2952371,1.110868773489465e-09
3591,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-04,1,900196336.2952371,1.110868773489465e-09
3592,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-06,1,900196336.2952371,1.110868773489465e-09
3593,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-08,4,900196336.2952371,4.44347509395786e-09
3594,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-09,1,900196336.2952371,1.110868773489465e-09
3595,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-10,9,900196336.2952371,9.997818961405185e-09
3596,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-11,8,900196336.2952371,8.88695018791572e-09
3597,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-12,5,900196336.2952371,5.554343867447325e-09
3598,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-14,5,900196336.2952371,5.554343867447325e-09
3599,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-15,1,900196336.2952371,1.110868773489465e-09
3600,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-17,2,900196336.2952371,2.22173754697893e-09
3601,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-18,1,900196336.2952371,1.110868773489465e-09
3602,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-19,2,900196336.2952371,2.22173754697893e-09
3603,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-20,2,900196336.2952371,2.22173754697893e-09
3604,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-21,14,900196336.2952371,1.555216282885251e-08
3605,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-22,7,900196336.2952371,7.776081414426256e-09
3606,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-23,2,900196336.2952371,2.22173754697893e-09
3607,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-24,3,900196336.2952371,3.332606320468395e-09
3608,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-25,4,900196336.2952371,4.44347509395786e-09
3609,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-26,14,900196336.2952371,1.555216282885251e-08
3610,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-27,2,900196336.2952371,2.22173754697893e-09
3611,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-28,1,900196336.2952371,1.110868773489465e-09
3612,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-29,2,900196336.2952371,2.22173754697893e-09
3613,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-30,8,900196336.2952371,8.88695018791572e-09
3614,"Manejo agricola, pecuario y forestal (plantaciones)",2017-01-31,5,900196336.2952371,5.554343867447325e-09
3615,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-01,2,900196336.2952371,2.22173754697893e-09
3616,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-02,3,900196336.2952371,3.332606320468395e-09
3617,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-04,4,900196336.2952371,4.44347509395786e-09
3618,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-05,5,900196336.2952371,5.554343867447325e-09
3619,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-06,3,900196336.2952371,3.332606320468395e-09
3620,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-07,1,900196336.2952371,1.110868773489465e-09
3621,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-08,4,900196336.2952371,4.44347509395786e-09
3622,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-09,13,900196336.2952371,1.4441294055363046e-08
3623,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-10,4,900196336.2952371,4.44347509395786e-09
3624,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-11,3,900196336.2952371,3.332606320468395e-09
3625,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-12,4,900196336.2952371,4.44347509395786e-09
3626,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-13,5,900196336.2952371,5.554343867447325e-09
3627,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-14,1,900196336.2952371,1.110868773489465e-09
3628,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-15,3,900196336.2952371,3.332606320468395e-09
3629,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-16,1,900196336.2952371,1.110868773489465e-09
3630,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-18,7,900196336.2952371,7.776081414426256e-09
3631,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-19,1,900196336.2952371,1.110868773489465e-09
3632,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-20,5,900196336.2952371,5.554343867447325e-09
3633,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-21,5,900196336.2952371,5.554343867447325e-09
3634,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-22,16,900196336.2952371,1.777390037583144e-08
3635,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-23,10,900196336.2952371,1.110868773489465e-08
3636,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-24,21,900196336.2952371,2.3328244243278765e-08
3637,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-25,16,900196336.2952371,1.777390037583144e-08
3638,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-26,2,900196336.2952371,2.22173754697893e-09
3639,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-27,9,900196336.2952371,9.997818961405185e-09
3640,"Manejo agricola, pecuario y forestal (plantaciones)",2017-02-28,8,900196336.2952371,8.88695018791572e-09
3641,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-01,24,900196336.2952371,2.666085056374716e-08
3642,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-02,5,900196336.2952371,5.554343867447325e-09
3643,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-03,9,900196336.2952371,9.997818961405185e-09
3644,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-04,5,900196336.2952371,5.554343867447325e-09
3645,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-05,5,900196336.2952371,5.554343867447325e-09
3646,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-06,7,900196336.2952371,7.776081414426256e-09
3647,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-07,5,900196336.2952371,5.554343867447325e-09
3648,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-08,5,900196336.2952371,5.554343867447325e-09
3649,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-09,2,900196336.2952371,2.22173754697893e-09
3650,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-10,8,900196336.2952371,8.88695018791572e-09
3651,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-11,3,900196336.2952371,3.332606320468395e-09
3652,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-12,2,900196336.2952371,2.22173754697893e-09
3653,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-13,2,900196336.2952371,2.22173754697893e-09
3654,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-14,4,900196336.2952371,4.44347509395786e-09
3655,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-15,4,900196336.2952371,4.44347509395786e-09
3656,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-16,5,900196336.2952371,5.554343867447325e-09
3657,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-17,14,900196336.2952371,1.555216282885251e-08
3658,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-18,4,900196336.2952371,4.44347509395786e-09
3659,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-19,14,900196336.2952371,1.555216282885251e-08
3660,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-20,25,900196336.2952371,2.7771719337236627e-08
3661,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-21,11,900196336.2952371,1.2219556508384116e-08
3662,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-22,24,900196336.2952371,2.666085056374716e-08
3663,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-23,6,900196336.2952371,6.66521264093679e-09
3664,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-24,7,900196336.2952371,7.776081414426256e-09
3665,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-25,11,900196336.2952371,1.2219556508384116e-08
3666,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-26,8,900196336.2952371,8.88695018791572e-09
3667,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-27,5,900196336.2952371,5.554343867447325e-09
3668,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-28,15,900196336.2952371,1.6663031602341975e-08
3669,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-29,23,900196336.2952371,2.5549981790257696e-08
3670,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-30,5,900196336.2952371,5.554343867447325e-09
3671,"Manejo agricola, pecuario y forestal (plantaciones)",2017-03-31,13,900196336.2952371,1.4441294055363046e-08
3672,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-01,9,900196336.2952371,9.997818961405185e-09
3673,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-02,23,900196336.2952371,2.5549981790257696e-08
3674,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-03,7,900196336.2952371,7.776081414426256e-09
3675,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-04,22,900196336.2952371,2.4439113016768232e-08
3676,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-05,16,900196336.2952371,1.777390037583144e-08
3677,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-06,3,900196336.2952371,3.332606320468395e-09
3678,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-07,10,900196336.2952371,1.110868773489465e-08
3679,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-08,5,900196336.2952371,5.554343867447325e-09
3680,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-09,9,900196336.2952371,9.997818961405185e-09
3681,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-10,17,900196336.2952371,1.8884769149320906e-08
3682,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-11,24,900196336.2952371,2.666085056374716e-08
3683,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-12,9,900196336.2952371,9.997818961405185e-09
3684,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-13,8,900196336.2952371,8.88695018791572e-09
3685,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-14,5,900196336.2952371,5.554343867447325e-09
3686,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-15,12,900196336.2952371,1.333042528187358e-08
3687,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-16,13,900196336.2952371,1.4441294055363046e-08
3688,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-17,6,900196336.2952371,6.66521264093679e-09
3689,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-18,20,900196336.2952371,2.22173754697893e-08
3690,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-19,14,900196336.2952371,1.555216282885251e-08
3691,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-20,6,900196336.2952371,6.66521264093679e-09
3692,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-21,19,900196336.2952371,2.1106506696299837e-08
3693,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-22,21,900196336.2952371,2.3328244243278765e-08
3694,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-23,13,900196336.2952371,1.4441294055363046e-08
3695,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-24,6,900196336.2952371,6.66521264093679e-09
3696,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-25,24,900196336.2952371,2.666085056374716e-08
3697,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-26,24,900196336.2952371,2.666085056374716e-08
3698,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-27,29,900196336.2952371,3.2215194431194486e-08
3699,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-28,23,900196336.2952371,2.5549981790257696e-08
3700,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-29,34,900196336.2952371,3.776953829864181e-08
3701,"Manejo agricola, pecuario y forestal (plantaciones)",2017-04-30,53,900196336.2952371,5.8876044994941647e-08
3702,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-01,7,900196336.2952371,7.776081414426256e-09
3703,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-02,26,900196336.2952371,2.888258811072609e-08
3704,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-03,21,900196336.2952371,2.3328244243278765e-08
3705,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-04,34,900196336.2952371,3.776953829864181e-08
3706,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-05,10,900196336.2952371,1.110868773489465e-08
3707,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-06,8,900196336.2952371,8.88695018791572e-09
3708,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-07,16,900196336.2952371,1.777390037583144e-08
3709,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-08,20,900196336.2952371,2.22173754697893e-08
3710,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-09,13,900196336.2952371,1.4441294055363046e-08
3711,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-10,9,900196336.2952371,9.997818961405185e-09
3712,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-11,12,900196336.2952371,1.333042528187358e-08
3713,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-12,16,900196336.2952371,1.777390037583144e-08
3714,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-13,4,900196336.2952371,4.44347509395786e-09
3715,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-14,13,900196336.2952371,1.4441294055363046e-08
3716,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-15,6,900196336.2952371,6.66521264093679e-09
3717,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-16,18,900196336.2952371,1.999563792281037e-08
3718,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-17,14,900196336.2952371,1.555216282885251e-08
3719,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-18,23,900196336.2952371,2.5549981790257696e-08
3720,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-19,16,900196336.2952371,1.777390037583144e-08
3721,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-20,15,900196336.2952371,1.6663031602341975e-08
3722,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-21,15,900196336.2952371,1.6663031602341975e-08
3723,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-22,24,900196336.2952371,2.666085056374716e-08
3724,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-23,19,900196336.2952371,2.1106506696299837e-08
3725,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-24,7,900196336.2952371,7.776081414426256e-09
3726,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-25,6,900196336.2952371,6.66521264093679e-09
3727,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-26,3,900196336.2952371,3.332606320468395e-09
3728,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-27,9,900196336.2952371,9.997818961405185e-09
3729,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-28,4,900196336.2952371,4.44347509395786e-09
3730,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-30,10,900196336.2952371,1.110868773489465e-08
3731,"Manejo agricola, pecuario y forestal (plantaciones)",2017-05-31,2,900196336.2952371,2.22173754697893e-09
3732,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-01,9,900196336.2952371,9.997818961405185e-09
3733,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-02,5,900196336.2952371,5.554343867447325e-09
3734,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-03,7,900196336.2952371,7.776081414426256e-09
3735,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-04,3,900196336.2952371,3.332606320468395e-09
3736,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-05,9,900196336.2952371,9.997818961405185e-09
3737,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-06,9,900196336.2952371,9.997818961405185e-09
3738,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-07,2,900196336.2952371,2.22173754697893e-09
3739,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-08,9,900196336.2952371,9.997818961405185e-09
3740,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-09,3,900196336.2952371,3.332606320468395e-09
3741,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-10,7,900196336.2952371,7.776081414426256e-09
3742,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-11,3,900196336.2952371,3.332606320468395e-09
3743,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-12,1,900196336.2952371,1.110868773489465e-09
3744,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-13,1,900196336.2952371,1.110868773489465e-09
3745,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-14,3,900196336.2952371,3.332606320468395e-09
3746,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-15,5,900196336.2952371,5.554343867447325e-09
3747,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-16,3,900196336.2952371,3.332606320468395e-09
3748,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-17,1,900196336.2952371,1.110868773489465e-09
3749,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-18,1,900196336.2952371,1.110868773489465e-09
3750,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-19,6,900196336.2952371,6.66521264093679e-09
3751,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-20,7,900196336.2952371,7.776081414426256e-09
3752,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-21,2,900196336.2952371,2.22173754697893e-09
3753,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-22,9,900196336.2952371,9.997818961405185e-09
3754,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-23,6,900196336.2952371,6.66521264093679e-09
3755,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-24,2,900196336.2952371,2.22173754697893e-09
3756,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-25,2,900196336.2952371,2.22173754697893e-09
3757,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-26,3,900196336.2952371,3.332606320468395e-09
3758,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-27,9,900196336.2952371,9.997818961405185e-09
3759,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-28,5,900196336.2952371,5.554343867447325e-09
3760,"Manejo agricola, pecuario y forestal (plantaciones)",2017-06-30,1,900196336.2952371,1.110868773489465e-09
3761,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-03,3,900196336.2952371,3.332606320468395e-09
3762,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-04,2,900196336.2952371,2.22173754697893e-09
3763,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-06,2,900196336.2952371,2.22173754697893e-09
3764,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-07,3,900196336.2952371,3.332606320468395e-09
3765,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-09,1,900196336.2952371,1.110868773489465e-09
3766,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-10,1,900196336.2952371,1.110868773489465e-09
3767,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-11,1,900196336.2952371,1.110868773489465e-09
3768,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-13,1,900196336.2952371,1.110868773489465e-09
3769,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-15,4,900196336.2952371,4.44347509395786e-09
3770,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-16,1,900196336.2952371,1.110868773489465e-09
3771,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-18,3,900196336.2952371,3.332606320468395e-09
3772,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-20,2,900196336.2952371,2.22173754697893e-09
3773,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-21,1,900196336.2952371,1.110868773489465e-09
3774,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-23,1,900196336.2952371,1.110868773489465e-09
3775,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-24,1,900196336.2952371,1.110868773489465e-09
3776,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-25,1,900196336.2952371,1.110868773489465e-09
3777,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-26,1,900196336.2952371,1.110868773489465e-09
3778,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-29,1,900196336.2952371,1.110868773489465e-09
3779,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-30,4,900196336.2952371,4.44347509395786e-09
3780,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-31,2,900196336.2952371,2.22173754697893e-09
3781,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-01,2,900196336.2952371,2.22173754697893e-09
3782,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-04,4,900196336.2952371,4.44347509395786e-09
3783,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-07,2,900196336.2952371,2.22173754697893e-09
3784,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-08,1,900196336.2952371,1.110868773489465e-09
3785,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-09,3,900196336.2952371,3.332606320468395e-09
3786,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-11,2,900196336.2952371,2.22173754697893e-09
3787,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-13,1,900196336.2952371,1.110868773489465e-09
3788,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-14,1,900196336.2952371,1.110868773489465e-09
3789,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-15,1,900196336.2952371,1.110868773489465e-09
3790,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-16,1,900196336.2952371,1.110868773489465e-09
3791,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-19,1,900196336.2952371,1.110868773489465e-09
3792,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-22,2,900196336.2952371,2.22173754697893e-09
3793,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-25,6,900196336.2952371,6.66521264093679e-09
3794,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-26,1,900196336.2952371,1.110868773489465e-09
3795,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-28,2,900196336.2952371,2.22173754697893e-09
3796,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-29,2,900196336.2952371,2.22173754697893e-09
3797,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-31,1,900196336.2952371,1.110868773489465e-09
3798,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-02,1,900196336.2952371,1.110868773489465e-09
3799,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-13,2,900196336.2952371,2.22173754697893e-09
3800,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-15,1,900196336.2952371,1.110868773489465e-09
3801,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-21,1,900196336.2952371,1.110868773489465e-09
3802,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-22,1,900196336.2952371,1.110868773489465e-09
3803,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-26,2,900196336.2952371,2.22173754697893e-09
3804,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-27,1,900196336.2952371,1.110868773489465e-09
3805,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-02,1,900196336.2952371,1.110868773489465e-09
3806,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-16,1,900196336.2952371,1.110868773489465e-09
3807,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-20,1,900196336.2952371,1.110868773489465e-09
3808,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-23,2,900196336.2952371,2.22173754697893e-09
3809,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-24,6,900196336.2952371,6.66521264093679e-09
3810,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-25,14,900196336.2952371,1.555216282885251e-08
3811,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-01,2,900196336.2952371,2.22173754697893e-09
3812,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-02,1,900196336.2952371,1.110868773489465e-09
3813,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-09,1,900196336.2952371,1.110868773489465e-09
3814,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-15,9,900196336.2952371,9.997818961405185e-09
3815,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-16,4,900196336.2952371,4.44347509395786e-09
3816,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-17,1,900196336.2952371,1.110868773489465e-09
3817,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-21,5,900196336.2952371,5.554343867447325e-09
3818,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-22,7,900196336.2952371,7.776081414426256e-09
3819,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-23,1,900196336.2952371,1.110868773489465e-09
3820,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-24,3,900196336.2952371,3.332606320468395e-09
3821,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-25,3,900196336.2952371,3.332606320468395e-09
3822,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-26,4,900196336.2952371,4.44347509395786e-09
3823,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-27,1,900196336.2952371,1.110868773489465e-09
3824,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-28,8,900196336.2952371,8.88695018791572e-09
3825,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-29,11,900196336.2952371,1.2219556508384116e-08
3826,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-30,6,900196336.2952371,6.66521264093679e-09
3827,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-01,4,900196336.2952371,4.44347509395786e-09
3828,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-02,1,900196336.2952371,1.110868773489465e-09
3829,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-03,3,900196336.2952371,3.332606320468395e-09
3830,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-05,3,900196336.2952371,3.332606320468395e-09
3831,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-06,2,900196336.2952371,2.22173754697893e-09
3832,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-07,7,900196336.2952371,7.776081414426256e-09
3833,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-08,8,900196336.2952371,8.88695018791572e-09
3834,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-09,5,900196336.2952371,5.554343867447325e-09
3835,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-10,3,900196336.2952371,3.332606320468395e-09
3836,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-12,6,900196336.2952371,6.66521264093679e-09
3837,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-13,4,900196336.2952371,4.44347509395786e-09
