,tipo_suelo,anio,num_incendios,area_km2_tipo_suelo,incendios_cada_km2
458,Popal y tular,2018,132,1718302.4143145792,7.68200049655718e-05
459,Popal y tular,2019,225,1718302.4143145792,0.00013094319028222467
460,Vegetacion de suelos arenosos,2001,2,1472156.4010348658,1.358551305142634e-06
461,Vegetacion de suelos arenosos,2003,1,1472156.4010348658,6.79275652571317e-07
462,Vegetacion de suelos arenosos,2004,6,1472156.4010348658,4.075653915427903e-06
463,Vegetacion de suelos arenosos,2005,6,1472156.4010348658,4.075653915427903e-06
464,Vegetacion de suelos arenosos,2006,4,1472156.4010348658,2.717102610285268e-06
465,Vegetacion de suelos arenosos,2007,2,1472156.4010348658,1.358551305142634e-06
466,Vegetacion de suelos arenosos,2008,3,1472156.4010348658,2.0378269577139514e-06
467,Vegetacion de suelos arenosos,2009,8,1472156.4010348658,5.434205220570536e-06
468,Vegetacion de suelos arenosos,2010,16,1472156.4010348658,1.0868410441141073e-05
469,Vegetacion de suelos arenosos,2011,16,1472156.4010348658,1.0868410441141073e-05
470,Vegetacion de suelos arenosos,2012,10,1472156.4010348658,6.7927565257131706e-06
471,Vegetacion de suelos arenosos,2013,6,1472156.4010348658,4.075653915427903e-06
472,Vegetacion de suelos arenosos,2014,25,1472156.4010348658,1.6981891314282928e-05
473,Vegetacion de suelos arenosos,2015,9,1472156.4010348658,6.113480873141854e-06
474,Vegetacion de suelos arenosos,2016,10,1472156.4010348658,6.7927565257131706e-06
475,Vegetacion de suelos arenosos,2017,8,1472156.4010348658,5.434205220570536e-06
476,Vegetacion de suelos arenosos,2018,19,1472156.4010348658,1.2906237398855024e-05
477,Vegetacion de suelos arenosos,2019,7,1472156.4010348658,4.7549295679992196e-06
478,Matorral desertico microfilo,2001,4,14795894.939691002,2.703452556472083e-07
479,Matorral desertico microfilo,2002,15,14795894.939691002,1.0137947086770313e-06
480,Matorral desertico microfilo,2003,21,14795894.939691002,1.4193125921478437e-06
481,Matorral desertico microfilo,2004,15,14795894.939691002,1.0137947086770313e-06
482,Matorral desertico microfilo,2005,39,14795894.939691002,2.635866242560281e-06
483,Matorral desertico microfilo,2006,20,14795894.939691002,1.3517262782360418e-06
484,Matorral desertico microfilo,2007,32,14795894.939691002,2.1627620451776666e-06
485,Matorral desertico microfilo,2008,39,14795894.939691002,2.635866242560281e-06
486,Matorral desertico microfilo,2009,51,14795894.939691002,3.4469020095019064e-06
487,Matorral desertico microfilo,2010,31,14795894.939691002,2.0951757312658646e-06
488,Matorral desertico microfilo,2011,226,14795894.939691002,1.527450694406727e-05
489,Matorral desertico microfilo,2012,59,14795894.939691002,3.987592520796323e-06
490,Matorral desertico microfilo,2013,41,14795894.939691002,2.7710388703838855e-06
491,Matorral desertico microfilo,2014,42,14795894.939691002,2.8386251842956875e-06
492,Matorral desertico microfilo,2015,27,14795894.939691002,1.8248304756186563e-06
493,Matorral desertico microfilo,2016,58,14795894.939691002,3.9200062068845205e-06
494,Matorral desertico microfilo,2017,60,14795894.939691002,4.055178834708125e-06
495,Matorral desertico microfilo,2018,46,14795894.939691002,3.1089704399428957e-06
496,Matorral desertico microfilo,2019,42,14795894.939691002,2.8386251842956875e-06
497,Ciudades importantes,2001,1,8150.347830422709,0.00012269415009103188
498,Ciudades importantes,2002,1,8150.347830422709,0.00012269415009103188
499,Ciudades importantes,2003,1,8150.347830422709,0.00012269415009103188
500,Ciudades importantes,2004,8,8150.347830422709,0.000981553200728255
501,Ciudades importantes,2005,2,8150.347830422709,0.00024538830018206375
502,Ciudades importantes,2006,5,8150.347830422709,0.0006134707504551595
503,Ciudades importantes,2007,5,8150.347830422709,0.0006134707504551595
504,Ciudades importantes,2008,3,8150.347830422709,0.00036808245027309565
505,Ciudades importantes,2009,4,8150.347830422709,0.0004907766003641275
506,Ciudades importantes,2011,1,8150.347830422709,0.00012269415009103188
507,Ciudades importantes,2012,1,8150.347830422709,0.00012269415009103188
508,Ciudades importantes,2013,3,8150.347830422709,0.00036808245027309565
509,Ciudades importantes,2014,1,8150.347830422709,0.00012269415009103188
510,Ciudades importantes,2016,1,8150.347830422709,0.00012269415009103188
511,Ciudades importantes,2017,3,8150.347830422709,0.00036808245027309565
