,tipo_suelo,fecha,num_incendios,area_km2_tipo_suelo_x,incendios_cada_km2,area_km2_tipo_suelo_y
3770,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-16,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3771,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-18,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3772,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-20,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3773,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-21,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3774,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-23,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3775,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-24,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3776,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-25,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3777,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-26,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3778,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-29,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3779,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-30,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3780,"Manejo agricola, pecuario y forestal (plantaciones)",2017-07-31,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3781,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-01,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3782,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-04,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3783,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-07,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3784,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-08,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3785,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-09,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3786,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-11,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3787,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-13,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3788,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-14,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3789,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-15,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3790,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-16,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3791,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-19,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3792,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-22,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3793,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-25,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3794,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-26,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3795,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-28,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3796,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-29,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3797,"Manejo agricola, pecuario y forestal (plantaciones)",2017-08-31,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3798,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-02,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3799,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-13,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3800,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-15,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3801,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-21,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3802,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-22,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3803,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-26,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3804,"Manejo agricola, pecuario y forestal (plantaciones)",2017-09-27,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3805,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-02,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3806,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-16,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3807,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-20,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3808,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-23,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3809,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-24,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3810,"Manejo agricola, pecuario y forestal (plantaciones)",2017-10-25,14,900196336.2952371,1.555216282885251e-08,900196336.2952371
3811,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-01,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3812,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-02,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3813,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-09,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3814,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-15,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3815,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-16,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3816,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-17,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3817,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-21,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3818,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-22,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3819,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-23,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3820,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-24,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3821,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-25,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3822,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-26,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3823,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-27,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3824,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-28,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3825,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-29,11,900196336.2952371,1.2219556508384116e-08,900196336.2952371
3826,"Manejo agricola, pecuario y forestal (plantaciones)",2017-11-30,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3827,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-01,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3828,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-02,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3829,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-03,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3830,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-05,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3831,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-06,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3832,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-07,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3833,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-08,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3834,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-09,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3835,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-10,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3836,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-12,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3837,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-13,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3838,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-14,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3839,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-15,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3840,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-19,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3841,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-21,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3842,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-23,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3843,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-24,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3844,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-25,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3845,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-26,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3846,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-27,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3847,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-28,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3848,"Manejo agricola, pecuario y forestal (plantaciones)",2017-12-30,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3849,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-01,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3850,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-02,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3851,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-04,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3852,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-05,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3853,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-06,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3854,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-07,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3855,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-08,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3856,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-09,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3857,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-10,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3858,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-11,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3859,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-12,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3860,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-13,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3861,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-14,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3862,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-15,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3863,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-16,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3864,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-17,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3865,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-18,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3866,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-20,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3867,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-22,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3868,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-24,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3869,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-25,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3870,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-27,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3871,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-29,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3872,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-30,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3873,"Manejo agricola, pecuario y forestal (plantaciones)",2018-01-31,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3874,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-01,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3875,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-04,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3876,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-05,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3877,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-06,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3878,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-07,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3879,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-08,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3880,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-10,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3881,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-11,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3882,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-14,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3883,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-16,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3884,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-18,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3885,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-19,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3886,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-20,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3887,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-21,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3888,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-22,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3889,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-23,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3890,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-24,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3891,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-25,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3892,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-27,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3893,"Manejo agricola, pecuario y forestal (plantaciones)",2018-02-28,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3894,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-01,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3895,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-02,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3896,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-03,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3897,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-04,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3898,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-05,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3899,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-06,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3900,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-07,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3901,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-08,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3902,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-09,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3903,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-10,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3904,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-11,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3905,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-12,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3906,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-14,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3907,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-15,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3908,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-16,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3909,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-17,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3910,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-18,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3911,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-19,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3912,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-20,17,900196336.2952371,1.8884769149320906e-08,900196336.2952371
3913,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-21,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3914,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-22,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3915,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-23,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3916,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-24,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3917,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-25,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3918,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-26,11,900196336.2952371,1.2219556508384116e-08,900196336.2952371
3919,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-27,17,900196336.2952371,1.8884769149320906e-08,900196336.2952371
3920,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-28,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3921,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-29,13,900196336.2952371,1.4441294055363046e-08,900196336.2952371
3922,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-30,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3923,"Manejo agricola, pecuario y forestal (plantaciones)",2018-03-31,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3924,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-01,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3925,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-02,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3926,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-03,23,900196336.2952371,2.5549981790257696e-08,900196336.2952371
3927,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-04,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3928,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-05,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3929,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-06,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3930,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-07,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3931,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-08,16,900196336.2952371,1.777390037583144e-08,900196336.2952371
3932,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-09,12,900196336.2952371,1.333042528187358e-08,900196336.2952371
3933,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-10,13,900196336.2952371,1.4441294055363046e-08,900196336.2952371
3934,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-11,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3935,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-12,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3936,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-13,19,900196336.2952371,2.1106506696299837e-08,900196336.2952371
3937,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-14,22,900196336.2952371,2.4439113016768232e-08,900196336.2952371
3938,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-15,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3939,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-16,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3940,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-17,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3941,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-18,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3942,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-19,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3943,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-20,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3944,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-21,13,900196336.2952371,1.4441294055363046e-08,900196336.2952371
3945,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-22,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3946,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-23,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3947,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-24,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3948,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-25,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3949,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-26,18,900196336.2952371,1.999563792281037e-08,900196336.2952371
3950,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-27,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3951,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-28,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3952,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-29,15,900196336.2952371,1.6663031602341975e-08,900196336.2952371
3953,"Manejo agricola, pecuario y forestal (plantaciones)",2018-04-30,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3954,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-01,12,900196336.2952371,1.333042528187358e-08,900196336.2952371
3955,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-02,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3956,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-03,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3957,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-04,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3958,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-05,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3959,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-06,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3960,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-07,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3961,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-08,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3962,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-09,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3963,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-10,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3964,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-11,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3965,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-12,12,900196336.2952371,1.333042528187358e-08,900196336.2952371
3966,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-13,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3967,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-14,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3968,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-15,10,900196336.2952371,1.110868773489465e-08,900196336.2952371
3969,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-16,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3970,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-17,8,900196336.2952371,8.88695018791572e-09,900196336.2952371
3971,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-18,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3972,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-19,16,900196336.2952371,1.777390037583144e-08,900196336.2952371
3973,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-20,4,900196336.2952371,4.44347509395786e-09,900196336.2952371
3974,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-21,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3975,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-22,2,900196336.2952371,2.22173754697893e-09,900196336.2952371
3976,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-23,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3977,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-24,21,900196336.2952371,2.3328244243278765e-08,900196336.2952371
3978,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-25,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3979,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-26,6,900196336.2952371,6.66521264093679e-09,900196336.2952371
3980,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-28,7,900196336.2952371,7.776081414426256e-09,900196336.2952371
3981,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-29,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
3982,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-30,14,900196336.2952371,1.555216282885251e-08,900196336.2952371
3983,"Manejo agricola, pecuario y forestal (plantaciones)",2018-05-31,1,900196336.2952371,1.110868773489465e-09,900196336.2952371
3984,"Manejo agricola, pecuario y forestal (plantaciones)",2018-06-01,5,900196336.2952371,5.554343867447325e-09,900196336.2952371
3985,"Manejo agricola, pecuario y forestal (plantaciones)",2018-06-02,9,900196336.2952371,9.997818961405185e-09,900196336.2952371
3986,"Manejo agricola, pecuario y forestal (plantaciones)",2018-06-03,3,900196336.2952371,3.332606320468395e-09,900196336.2952371
